0;019;Barcelona;043;999;2022-4-4 0:00;4
1;019;Barcelona;043;999;2022-4-4 1:00;29.8
2;019;Barcelona;043;999;2022-4-4 2:00;40.2
3;019;Barcelona;043;999;2022-4-4 3:00;55.1
4;019;Barcelona;043;999;2022-4-4 4:00;47.9
5;019;Barcelona;043;999;2022-4-4 5:00;35.5
6;019;Barcelona;043;999;2022-4-4 6:00;30.3
7;019;Barcelona;043;999;2022-4-4 7:00;25
8;019;Barcelona;043;999;2022-4-4 8:00;20.9
9;019;Barcelona;043;999;2022-4-4 9:00;19.4
10;019;Barcelona;043;999;2022-4-4 10:00;21.7
11;019;Barcelona;043;999;2022-4-4 11:00;21.4
12;019;Barcelona;043;999;2022-4-4 12:00;19.9
13;019;Barcelona;043;999;2022-4-4 13:00;20.7
14;019;Barcelona;043;999;2022-4-4 14:00;22
15;019;Barcelona;043;999;2022-4-4 15:00;22.3
16;019;Barcelona;043;999;2022-4-4 16:00;23.1
17;019;Barcelona;043;999;2022-4-4 17:00;22.3
18;019;Barcelona;043;999;2022-4-4 18:00;19.8
19;019;Barcelona;043;999;2022-4-4 19:00;20.1
20;019;Barcelona;043;999;2022-4-4 20:00;19.7
21;019;Barcelona;043;999;2022-4-4 21:00;20
22;019;Barcelona;043;999;2022-4-4 22:00;19.7
23;019;Barcelona;043;999;2022-4-4 23:00;23
24;019;Barcelona;043;999;2022-4-5 0:00;4
25;019;Barcelona;043;999;2022-4-5 1:00;30.6
26;019;Barcelona;043;999;2022-4-5 2:00;26.2
27;019;Barcelona;043;999;2022-4-5 3:00;29.3
28;019;Barcelona;043;999;2022-4-5 4:00;30.4
29;019;Barcelona;043;999;2022-4-5 5:00;23.2
30;019;Barcelona;043;999;2022-4-5 6:00;19.1
31;019;Barcelona;043;999;2022-4-5 7:00;16.2
32;019;Barcelona;043;999;2022-4-5 8:00;15.3
33;019;Barcelona;043;999;2022-4-5 9:00;15.2
34;019;Barcelona;043;999;2022-4-5 10:00;14.9
35;019;Barcelona;043;999;2022-4-5 11:00;15.7
36;019;Barcelona;043;999;2022-4-5 12:00;14.7
37;019;Barcelona;043;999;2022-4-5 13:00;16.3
38;019;Barcelona;043;999;2022-4-5 14:00;18.4
39;019;Barcelona;043;999;2022-4-5 15:00;19.8
40;019;Barcelona;043;999;2022-4-5 16:00;19.1
41;019;Barcelona;043;999;2022-4-5 17:00;19.4
42;019;Barcelona;043;999;2022-4-5 18:00;16.7
43;019;Barcelona;043;999;2022-4-5 19:00;20.2
44;019;Barcelona;043;999;2022-4-5 20:00;15.8
45;019;Barcelona;043;999;2022-4-5 21:00;19.5
46;019;Barcelona;043;999;2022-4-5 22:00;17.3
47;019;Barcelona;043;999;2022-4-5 23:00;21.1
48;019;Barcelona;043;999;2022-4-6 0:00;4
49;019;Barcelona;043;999;2022-4-6 1:00;24.3
50;019;Barcelona;043;999;2022-4-6 2:00;29.6
